STN,YYYYMMDD,HH,DD,FH,FF,FX,T,SQ,Q,DR,RH,P,N
210,20130201,1,240,80,80,130,67,0,0,0,0,10090,5
210,20130201,2,240,80,80,130,69,0,0,0,0,10086,7
210,20130201,3,230,80,70,120,68,0,0,0,0,10079,3
210,20130201,4,240,80,80,110,68,0,0,0,0,10070,3
210,20130201,5,240,80,90,130,72,0,0,0,0,10061,3
210,20130201,6,240,90,90,140,72,0,0,0,0,10054,6
210,20130201,7,230,80,80,110,74,0,0,0,0,10041,7
210,20130201,8,220,70,70,100,70,0,1,0,-1,10034,8
210,20130201,9,220,60,60,100,60,0,7,10,3,10025,8
210,20130201,10,200,50,40,80,53,0,14,10,8,10017,8
210,20130201,11,210,40,40,80,49,0,13,10,11,10006,8
210,20130201,12,230,30,30,60,50,0,14,10,13,9991,8
210,20130201,13,230,20,10,40,48,0,20,10,13,9975,8
210,20130201,14,240,10,10,30,48,0,19,9,4,9961,8
210,20130201,15,340,50,50,80,40,0,10,8,2,9960,8
210,20130201,16,360,40,30,60,37,0,8,10,2,9954,8
210,20130201,17,320,30,30,40,37,0,1,0,-1,9955,8
210,20130201,18,340,30,30,60,31,0,0,0,0,9956,3
210,20130201,19,310,30,20,40,32,0,0,0,0,9955,6
210,20130201,20,310,30,40,50,49,0,0,0,-1,9956,7
210,20130201,21,320,40,40,70,43,0,0,0,-1,9958,5
210,20130201,22,300,30,30,50,49,0,0,0,0,9963,8
210,20130201,23,300,40,30,120,46,0,0,2,5,9965,7
210,20130201,24,310,40,40,60,55,0,0,0,0,9970,8
210,20130202,1,300,40,40,60,50,0,0,0,0,9970,7
210,20130202,2,300,50,60,110,52,0,0,0,-1,9973,8
210,20130202,3,310,60,70,100,51,0,0,0,-1,9977,7
210,20130202,4,330,50,60,90,49,0,0,0,-1,9984,8
210,20130202,5,350,60,80,130,46,0,0,6,5,9996,8
210,20130202,6,10,110,90,190,35,0,0,3,1,10016,8
210,20130202,7,360,80,80,160,39,0,0,1,1,10034,7
210,20130202,8,360,70,90,140,44,0,2,0,-1,10053,6
210,20130202,9,360,90,80,140,44,2,24,0,0,10069,2
210,20130202,10,360,80,70,130,48,8,64,0,0,10080,2
210,20130202,11,20,80,80,140,29,8,74,1,3,10095,7
210,20130202,12,340,60,80,140,55,8,100,0,-1,10104,2
210,20130202,13,340,80,80,130,41,10,100,0,0,10113,5
210,20130202,14,350,80,80,120,54,7,66,0,-1,10121,4
210,20130202,15,330,80,80,130,47,8,61,0,0,10130,5
210,20130202,16,330,80,70,140,42,8,23,0,0,10138,2
210,20130202,17,340,80,80,120,44,0,2,0,0,10147,3
210,20130202,18,330,80,80,120,48,0,0,0,0,10152,8
210,20130202,19,320,80,80,120,48,0,0,0,0,10158,6
210,20130202,20,330,80,70,130,44,0,0,0,0,10163,3
210,20130202,21,340,70,50,130,43,0,0,0,-1,10165,1
210,20130202,22,340,60,60,90,48,0,0,0,0,10174,7
210,20130202,23,330,50,50,90,45,0,0,1,1,10180,8
210,20130202,24,350,50,40,100,43,0,0,0,-1,10183,7
210,20130203,1,330,50,50,80,47,0,0,0,0,10192,8
210,20130203,2,330,60,50,90,40,0,0,2,1,10195,7
210,20130203,3,330,50,50,120,42,0,0,0,-1,10196,6
210,20130203,4,330,50,50,70,42,0,0,0,0,10198,7
210,20130203,5,310,50,40,90,40,0,0,0,-1,10198,7
210,20130203,6,270,40,40,70,35,0,0,0,-1,10183,7
210,20130203,7,270,40,70,100,42,0,0,0,0,10183,7
210,20130203,8,260,70,70,100,39,0,2,0,0,10183,4
210,20130203,9,250,80,90,130,40,2,24,0,0,10170,5
210,20130203,10,250,100,100,140,44,2,48,0,0,10166,7
210,20130203,11,240,110,110,150,47,0,57,0,0,10154,8
210,20130203,12,240,100,100,160,50,0,37,0,0,10144,8
210,20130203,13,230,110,110,170,53,0,28,0,0,10125,8
210,20130203,14,240,120,120,170,47,0,14,9,4,10116,8
210,20130203,15,250,120,110,160,55,0,4,4,1,10114,8
210,20130203,16,250,110,100,160,62,0,2,0,0,10112,8
210,20130203,17,250,100,100,150,64,0,0,0,0,10111,8
210,20130203,18,250,100,100,150,67,0,0,0,0,10113,8
210,20130203,19,250,90,90,140,66,0,0,0,0,10108,7
210,20130203,20,250,90,80,120,70,0,0,0,-1,10106,7
210,20130203,21,250,80,80,120,67,0,0,0,-1,10106,3
210,20130203,22,250,80,90,120,66,0,0,0,0,10100,8
210,20130203,23,250,90,80,130,68,0,0,0,0,10096,8
210,20130203,24,250,80,80,120,70,0,0,0,0,10093,8
210,20130204,1,240,90,90,120,72,0,0,0,0,10088,7
210,20130204,2,250,90,80,120,74,0,0,0,-1,10084,8
210,20130204,3,240,80,80,110,74,0,0,0,-1,10077,7
210,20130204,4,240,80,80,110,72,0,0,4,3,10071,8
210,20130204,5,240,80,90,120,72,0,0,0,0,10067,7
210,20130204,6,260,90,90,130,73,0,0,3,2,10068,8
210,20130204,7,250,100,100,140,73,0,0,7,7,10069,8
210,20130204,8,250,100,90,150,76,0,3,0,0,10074,7
210,20130204,9,250,90,90,120,77,0,4,0,-1,10078,8
210,20130204,10,280,90,90,120,80,0,13,3,3,10087,7
210,20130204,11,270,80,80,130,87,10,108,0,0,10094,0
210,20130204,12,290,80,90,120,90,10,125,0,0,10092,0
210,20130204,13,270,90,80,120,86,10,124,0,0,10096,0
210,20130204,14,260,90,80,120,81,10,106,0,0,10095,0
210,20130204,15,240,80,80,120,77,10,66,0,0,10093,0
210,20130204,16,240,100,100,140,75,7,27,0,0,10095,6
210,20130204,17,240,90,90,140,72,0,1,0,0,10095,7
210,20130204,18,240,90,90,120,71,0,0,0,0,10093,7
210,20130204,19,240,90,90,140,70,0,0,0,-1,10088,6
210,20130204,20,240,90,90,130,67,0,0,0,0,10084,7
210,20130204,21,250,90,90,150,66,0,0,0,0,10079,1
210,20130204,22,240,90,90,130,66,0,0,0,0,10071,6
210,20130204,23,240,90,100,150,68,0,0,0,0,10061,8
210,20130204,24,240,110,110,170,63,0,0,0,0,10052,4
210,20130205,1,230,110,110,160,65,0,0,0,0,10039,6
210,20130205,2,230,100,90,150,63,0,0,0,0,10024,7
210,20130205,3,230,100,100,140,63,0,0,0,0,10002,8
210,20130205,4,230,100,110,160,63,0,0,0,-1,9978,7
210,20130205,5,250,80,70,270,27,0,0,5,35,9978,7
210,20130205,6,280,90,110,150,43,0,0,0,0,9975,7
210,20130205,7,280,110,110,160,40,0,0,0,0,9975,6
210,20130205,8,280,120,120,180,40,0,3,4,1,9979,5
210,20130205,9,270,110,110,160,35,0,17,2,1,9980,8
210,20130205,10,270,120,120,170,41,3,53,0,-1,9982,3
210,20130205,11,270,110,100,150,41,7,66,0,0,9982,6
210,20130205,12,260,110,90,150,49,10,100,0,0,9976,4
210,20130205,13,250,100,80,160,38,3,55,0,0,9972,6
210,20130205,14,270,100,80,140,46,3,63,0,0,9967,6
210,20130205,15,260,90,80,130,36,2,33,0,0,9962,3
210,20130205,16,260,80,80,120,37,10,29,0,0,9955,2
210,20130205,17,260,80,80,120,39,0,2,0,0,9954,7
210,20130205,18,250,70,60,110,36,0,0,0,0,9949,7
210,20130205,19,210,40,30,80,35,0,0,0,0,9946,8
210,20130205,20,200,40,40,70,32,0,0,0,0,9942,7
210,20130205,21,180,50,50,90,33,0,0,0,-1,9935,4
210,20130205,22,200,60,60,110,23,0,0,2,1,9931,7
210,20130205,23,170,50,50,80,5,0,0,10,9,9921,8
210,20130205,24,160,60,60,90,4,0,0,10,11,9913,8
210,20130206,1,160,50,40,90,4,0,0,10,18,9908,8
210,20130206,2,120,30,20,60,4,0,0,10,9,9907,8
210,20130206,3,70,30,30,50,4,0,0,8,5,9910,8
210,20130206,4,50,50,60,100,7,0,0,0,0,9923,8
210,20130206,5,50,70,60,100,9,0,0,0,-1,9936,8
210,20130206,6,30,60,70,100,11,0,0,0,0,9954,7
210,20130206,7,40,60,60,90,11,0,0,0,0,9971,8
210,20130206,8,30,60,60,100,9,0,3,0,0,9990,7
210,20130206,9,10,40,40,80,14,7,34,0,0,10001,0
210,20130206,10,360,40,40,60,22,10,83,0,0,10010,0
210,20130206,11,340,40,40,70,42,10,114,0,0,10014,0
210,20130206,12,340,40,40,70,56,10,130,0,0,10018,3
210,20130206,13,330,60,60,80,61,10,126,0,0,10023,4
210,20130206,14,340,50,50,80,45,3,47,0,-1,10030,8
210,20130206,15,320,40,40,80,48,5,56,1,1,10035,6
210,20130206,16,320,30,30,50,42,8,26,0,0,10040,1
210,20130206,17,320,50,60,120,38,0,5,0,-1,10048,6
210,20130206,18,350,50,50,90,47,0,0,1,1,10056,7
